applicant_id,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history
CW790P,726,19986.910803497398,23.5838384649619,4,4,On Time
DW5PY6,734,50000.0,38.487380712171515,4,3,On Time
B2KNFT,587,50000.0,35.2471986698285,8,9,On Time
U2GC5W,729,50000.0,16.54819354479103,16,10,Late <30
I6FQJJ,759,50000.0,14.726056188772771,10,4,On Time
A26YFP,747,50000.0,40.85586548357877,5,10,On Time
MVXPJ4,811,50000.0,31.774103008892347,2,0,On Time
HNRIUU,837,50000.0,22.311104756504527,14,3,On Time
9K9XJU,677,50000.0,40.40268637818253,17,6,On Time
Y0BVR6,629,50000.0,16.024535998105943,3,2,On Time
K2VMWW,820,50000.0,10.904745131881223,18,6,On Time
YZX4W6,773,50000.0,9.52335990139664,13,4,On Time
XLPU0D,674,50000.0,27.42201848737758,7,0,On Time
K0GET8,702,38419.80241545849,57.974441881031545,18,3,On Time
T63J3R,695,50000.0,15.011779085424958,13,9,Late <30
30ME8F,741,50000.0,32.85468137840619,2,2,On Time
840982,834,50000.0,21.399408181617687,12,3,Late <30
N2ATQY,648,50000.0,19.879909434201707,3,5,On Time
YV37DI,743,50000.0,42.61661267727657,0,9,On Time
A5U6HC,740,50000.0,32.61385153925014,16,3,On Time
36KOF8,561,50000.0,21.23169356675943,6,6,On Time
KRD5EQ,900,50000.0,5.928568612096093,8,7,On Time
Y08P0F,736,50000.0,23.632501760351282,17,2,On Time
ODRO8B,812,50000.0,12.084394619390125,20,2,Late <30
NP84DY,590,50000.0,13.906416078630517,1,1,On Time
T9MOGE,874,50000.0,18.09684591890233,11,5,On Time
4QXXVA,691,50000.0,19.225585341996915,0,5,Late>60
2IEUC1,535,50000.0,49.56954966484328,10,0,On Time
HH5LF6,606,50000.0,30.6855645950911,15,8,On Time
A4FEJG,621,50000.0,29.960727158850702,14,1,On Time
XAA2IL,658,50000.0,53.89688864341887,15,3,On Time
GB0S0R,616,50000.0,39.841030829675404,13,8,On Time
2SDS8B,784,50000.0,28.65146236778033,0,6,On Time
25SQ8C,734,50000.0,46.42099015995673,6,2,On Time
ROYR6C,760,50000.0,40.339228530208956,7,9,On Time
CVCJWT,754,50000.0,44.781485531563945,15,1,On Time
L9TQVD,700,50000.0,30.13067629031832,0,10,On Time
Z4X1ZH,595,50000.0,31.36184891019605,18,8,On Time
QIMQOD,599,50000.0,21.097986393493333,4,1,On Time
PXNF7C,602,47092.98331069622,33.63837031526021,20,3,On Time
3DD03U,632,30923.630156185358,25.012141243097304,14,1,On Time
VULEMX,855,50000.0,22.17014092955239,2,6,On Time
15Z8VM,600,50000.0,43.420080364603066,0,5,On Time
UHXID4,838,50000.0,30.154539239595955,6,7,Late>60
N1U349,635,50000.0,62.074770666862776,8,2,Late <30
3WXA73,611,50000.0,19.467662104042653,0,6,On Time
JGZLMA,753,50000.0,11.412718448776406,1,7,On Time
5UOFWB,821,42330.19193140796,41.71809872524987,16,0,Late <30
0HPMNZ,590,50000.0,32.553053842511325,16,7,On Time
1UDBFW,712,50000.0,30.960760617512822,2,10,On Time
YJXRPJ,814,45561.54532504384,11.297458370217365,16,10,On Time
1EPKYR,792,28646.395913608496,4.824217536975406,9,0,On Time
YBOVAK,596,50000.0,20.310153875734308,1,10,Late <30
HEJLA0,703,50000.0,27.83380292039161,6,5,On Time
GNZS43,591,33622.3537413315,49.28203346885115,2,10,On Time
C5BA75,749,50000.0,11.245756105134465,11,1,On Time
UUZPEA,733,35192.54805208291,34.086511392046376,6,8,On Time
L2W37D,765,50000.0,13.016562602409362,9,9,Late <30
4IVSOL,643,50000.0,29.209045596596994,3,9,On Time
MLGSES,664,50000.0,64.54019690906058,0,9,Last 30-60
6M033I,799,50000.0,25.83419139748951,13,2,On Time
FHV1XG,802,50000.0,13.579721434492741,3,3,On Time
1R11Q7,853,36343.34422307087,16.70147504720856,11,9,On Time
UWW5WF,833,50000.0,28.154931337880335,0,4,On Time
CPKJCS,588,50000.0,17.82657371520398,13,2,On Time
LQC3C5,817,50000.0,44.114959169398574,3,6,On Time
4WSQT2,717,50000.0,36.67257766937592,20,1,Last 30-60
6Q3XLR,778,50000.0,56.839324520323764,6,6,On Time
FCD6MZ,692,50000.0,22.23517270582437,8,4,On Time
SGIPPS,646,50000.0,39.39005808048706,13,8,On Time
FNKOMV,697,50000.0,22.086026753622864,17,1,Late <30
2XCDYK,725,50000.0,27.859385443047195,4,8,On Time
0X65MU,743,50000.0,8.446633372671682,19,8,On Time
FM8ZOV,797,50000.0,19.3744186055627,16,7,On Time
7LN23Y,636,50000.0,46.93674097220023,5,4,On Time
30YSXP,630,50000.0,27.389164643185644,4,2,Late <30
NNGH8R,589,50000.0,48.34432496856072,9,9,On Time
IEC4D1,702,50000.0,49.800984485084356,16,0,On Time
45BM1E,650,50000.0,41.76316251409366,20,9,Late>60
NF313F,693,33385.614301353016,56.40914523223691,18,2,On Time
POYIPK,721,50000.0,33.42540526978861,3,5,Late <30
0QTL3Q,577,24309.2318728216,25.138070252917625,13,3,On Time
4N89QK,675,37002.998900555234,25.437105084322948,19,5,On Time
NS832E,749,50000.0,33.8619377673843,13,3,On Time
JX5TD4,725,50000.0,41.307328610257805,3,8,On Time
4K1J6F,690,34261.74726866739,29.309498992004894,2,7,On Time
P8HQMA,717,26898.313047667783,30.74607776300362,1,9,On Time
BSI9NB,698,50000.0,35.32993659800937,17,5,On Time
74X2EK,640,26368.387485982104,43.61373656619397,16,9,Late <30
3ZEZQA,626,32560.432862231526,17.68255578191868,15,7,On Time
CJ4T0S,900,50000.0,12.937556820118651,13,6,On Time
EKKBP2,770,41586.855439622814,44.1061038791018,15,10,On Time
QD6VAS,806,50000.0,17.51776429312105,15,4,On Time
IFPWIO,768,50000.0,12.668482639099501,5,8,On Time
XD9CSS,831,40360.0015764511,23.23666450608041,5,3,On Time
9TOQW9,765,50000.0,24.362791416848616,5,3,Late <30
JA2M0W,551,50000.0,52.33758511060618,13,9,Late <30
10LBT3,652,50000.0,41.270889251221796,0,8,On Time
G2QZW3,738,50000.0,49.36183099609842,19,3,On Time
C1QKBH,736,50000.0,28.47047335665527,0,3,On Time
B7S9TJ,730,50000.0,43.65432013421245,17,7,On Time
1GM25L,630,50000.0,35.39458140493035,7,5,On Time
EN606N,675,50000.0,25.221850299382602,7,6,On Time
9RR7S2,739,50000.0,52.05691376454888,16,3,On Time
0CV3TL,722,33238.56969200092,18.20866510566591,0,0,On Time
CXLVPY,782,25793.99989685092,34.36836160546905,13,3,On Time
MB5M9J,634,50000.0,29.62528750846896,10,3,On Time
98CWN2,758,42675.35912763245,29.419317404097068,11,1,Late <30
Y8FV2B,674,50000.0,7.48611910964404,12,7,Late <30
C2NNUV,691,50000.0,42.132778387167264,12,10,On Time
Y8N1UT,715,50000.0,10.11674180758824,2,4,On Time
OXIE0R,581,50000.0,35.88487822273319,2,8,On Time
NUJJQ9,730,50000.0,24.59048011656341,13,4,On Time
K6RE4Q,820,50000.0,34.13950479324333,7,3,On Time
6QDY4L,622,50000.0,21.974934364221717,12,2,On Time
MCT64Z,868,50000.0,44.1184716614577,0,9,Late>60
7W2SEH,668,43371.17940182239,23.418508705792213,11,9,On Time
E2ATN2,767,50000.0,23.436313744653372,4,0,On Time
TWDL9Z,614,50000.0,59.87801948645289,8,10,On Time
S13C9X,892,50000.0,58.87252828325211,1,6,On Time
QYM52X,635,30925.913006647308,51.506549034813546,13,8,On Time
G8P6BE,736,50000.0,11.155534838925837,3,1,On Time
FFLZM7,677,50000.0,34.22347991358023,20,3,Late <30
64JWTE,716,50000.0,38.79764837778883,8,7,On Time
KTSG7F,728,50000.0,34.74939397040917,16,8,Late <30
XZV4U3,693,34279.74453558324,28.640677358164858,11,10,Late <30
BBXUX1,665,31269.351488668075,10.396394811509348,6,8,On Time
OXRWK8,716,50000.0,3.371353025179157,7,5,On Time
R2YKCC,714,50000.0,30.799495508401076,0,1,On Time
PRHVLZ,745,44077.66366703763,28.084330871487808,15,0,On Time
049ENU,758,50000.0,37.930459981230015,7,3,On Time
LQJIDK,784,50000.0,19.00402316179704,12,5,On Time
NWI5FL,764,50000.0,54.187394530173236,18,1,On Time
UL1RSR,730,50000.0,22.38270073145283,12,5,Late>60
LA8S8H,699,50000.0,40.66802053777764,9,0,On Time
MBR5XQ,597,50000.0,10.652746893850267,11,5,On Time
T4P501,732,50000.0,45.305183672383606,6,4,On Time
NOUHTC,807,30021.903857690846,14.633603328800696,12,1,Last 30-60
S1K9YE,658,50000.0,29.880972184126207,20,10,On Time
9O2M71,666,50000.0,29.611181699197353,7,3,On Time
HSSBEL,824,50000.0,21.49699925282425,5,8,On Time
RQVSLW,850,46820.7598902895,47.21447643139005,8,1,Late>60
F90KM3,653,50000.0,29.382743011340118,19,4,On Time
TZK3NY,900,28404.96686793447,26.169117908212336,12,2,On Time
9V20YA,753,50000.0,39.12158515276056,18,1,On Time
R821UZ,793,50000.0,35.76641020231497,8,9,On Time
VGWW4F,691,50000.0,28.208749034046615,19,7,On Time
YB8DAL,740,50000.0,22.215742827281527,17,9,On Time
FYO175,754,50000.0,34.567914141942516,17,8,On Time
0CEHLX,648,50000.0,26.64970250012241,20,5,On Time
SLG6MM,852,50000.0,42.17022252223238,19,4,On Time
1ZXYVG,716,50000.0,22.584343895750877,10,6,On Time
IUI9KK,679,50000.0,28.126340009779767,7,2,On Time
HZLM72,627,50000.0,24.307523188354065,1,5,On Time
JEYN93,764,50000.0,24.728350882902994,16,6,On Time
82KKZM,740,42311.26331032845,56.68518964503947,9,0,On Time
PJRHT7,641,50000.0,4.57652225391219,14,3,On Time
ZEWVIY,731,50000.0,15.377572791983651,0,6,On Time
TWBOZD,759,50000.0,40.22914924997206,1,9,On Time
1AT7O7,688,50000.0,37.95698097352894,6,5,On Time
5RH8LX,749,50000.0,4.464933267207365,4,9,On Time
6DUT07,720,50000.0,39.385306158669536,12,1,On Time
6G5G79,702,50000.0,21.86191629634735,4,7,On Time
OR7875,643,50000.0,53.52905784805305,20,6,On Time
AUD9K9,735,50000.0,21.93684831181158,10,1,On Time
TR74QG,554,50000.0,21.16748096882394,9,8,On Time
EFQJG0,835,50000.0,25.825785884036407,11,5,On Time
2U1G46,814,50000.0,7.528895437295464,1,1,On Time
3SDYGF,638,50000.0,26.61044147388451,11,4,On Time
LIJI18,604,50000.0,21.124835242937863,6,0,On Time
K0AXYC,813,50000.0,22.43840304825175,18,1,On Time
ELOS6Z,706,50000.0,26.954166634942155,18,8,On Time
LE6KWH,724,50000.0,26.829294657716574,1,9,On Time
EF0VOT,721,50000.0,65.57695992467072,12,0,On Time
QTXHI1,614,50000.0,34.94671068370149,4,3,On Time
5CQZCU,782,47530.925904934804,24.599363254414556,15,8,On Time
CTSUFL,755,46227.44243363448,35.7721574701384,18,3,On Time
SEHUDS,721,50000.0,55.79763572639164,1,9,On Time
3QSQCQ,538,50000.0,22.401044539169888,11,0,On Time
30O30U,760,50000.0,46.40297224959935,19,4,On Time
BMC97C,750,50000.0,9.598629937434726,0,5,On Time
7BO119,712,50000.0,57.07287060369603,8,0,On Time
XP9N56,797,25601.998958715845,26.77300403102379,1,7,Late <30
NYXTXM,810,43462.32946103039,34.32931751448057,1,0,On Time
GTT0IA,746,50000.0,25.424443463744762,20,5,On Time
AKYTT3,599,50000.0,11.534857216307284,18,8,On Time
IMJ70E,618,50000.0,24.923933014739642,13,2,On Time
3P15AH,664,50000.0,42.60183115394309,16,4,On Time
DBVZB0,700,50000.0,49.00791158335341,4,0,On Time
OIH5CS,787,23628.183169314914,49.50667646487851,20,0,On Time
K30LVY,746,50000.0,43.47162878196383,7,1,On Time
LKFXHK,706,50000.0,50.93768799772297,19,5,On Time
C856WP,770,50000.0,22.77476421571674,12,6,On Time
R97Y2L,657,48846.8530543989,45.54220986718665,18,4,On Time
OFN1R4,770,50000.0,21.89859099238359,0,0,Late>60
KZ36U8,738,50000.0,15.089592210976427,17,0,Late <30
UEIHX7,761,50000.0,40.647450171463404,2,0,Late <30
4D0GJY,787,41517.8504896256,26.50285686235488,13,2,On Time
V5G10U,716,47763.61877210666,50.297651226917,4,3,On Time
R5L8A7,560,38808.56918191956,24.56349779212759,9,7,Last 30-60
8E9RIV,667,50000.0,35.1569426281058,3,8,On Time
H6T1NT,782,50000.0,22.884478213034935,11,4,Late <30
MJSRD9,674,50000.0,25.171190576088705,18,10,On Time
Q46NOU,666,50000.0,51.05465751957252,3,3,On Time
HFJ7UP,724,50000.0,42.12090288427209,10,9,On Time
FLN4RX,807,42388.3594089463,30.09931919045787,6,8,On Time
YJ38XR,756,50000.0,54.84745022825624,4,5,Late <30
G2GZR7,859,50000.0,36.39893352457979,20,2,On Time
TXCB48,752,50000.0,30.476992974530752,3,6,On Time
Y1O4IZ,749,50000.0,26.459443038181224,14,8,On Time
ASNWYW,701,50000.0,28.83692247276698,16,9,On Time
RRATAT,595,50000.0,18.271584899978087,19,1,On Time
J9A3Y3,731,50000.0,35.839133640225484,15,8,On Time
6DDFGS,723,50000.0,22.647135216511614,15,1,On Time
3JONOU,773,50000.0,36.6392680678584,9,4,On Time
9IY4X4,744,50000.0,12.574341408526802,15,0,On Time
1DNTCA,741,50000.0,19.816788043200546,13,1,On Time
GRP2U4,810,41878.01539524629,31.217693971687112,14,6,On Time
DTBH55,699,50000.0,62.1771152532282,9,3,On Time
RBC76U,787,50000.0,27.342075076102528,1,6,On Time
B7L8V1,823,30945.79173038855,41.632795171786206,0,3,On Time
ZOCFI4,675,48980.49654134916,29.698510890271663,8,0,On Time
O6L1F9,687,50000.0,38.75641379938386,1,5,On Time
0S9BP4,658,50000.0,33.56694952632706,6,8,Late>60
M18O1B,611,50000.0,45.85590170185141,19,5,On Time
J9RM7P,867,50000.0,26.004431867803618,8,10,On Time
YXDW2Z,900,50000.0,28.44446748142438,12,6,On Time
CFZW0L,736,33587.07201419006,11.1263454227884,11,6,On Time
DALMJE,693,50000.0,13.383976514832288,5,0,On Time
GQTOAM,859,50000.0,20.500088019417213,6,1,On Time
DVLNKN,768,50000.0,32.46769482617442,18,0,On Time
D669UG,659,50000.0,38.8214671280406,14,0,On Time
NEKRCP,649,50000.0,34.61259854017903,5,7,On Time
PRCJIW,785,25987.258707705932,26.48735276440915,16,3,Last 30-60
VHDK8L,750,50000.0,56.81665425401111,4,9,On Time
W2LM34,809,50000.0,33.23264620522784,9,10,On Time
9EL8HL,776,50000.0,65.97449719030561,14,7,On Time
88KZRU,622,25753.79411796021,9.680786473899525,4,4,On Time
IN3OEU,658,50000.0,15.597998431936253,17,0,On Time
VTYT8Q,649,50000.0,15.034785796079142,5,8,On Time
ZPKY32,737,36660.023106402674,27.551491467720336,10,2,On Time
ORWIXZ,710,34501.901340040626,42.64769894636444,2,6,On Time
2C9ROS,683,50000.0,50.955781814181776,3,6,On Time
7YT2M6,695,50000.0,22.103304195433523,2,10,On Time
TWD1XM,773,50000.0,6.518491878547341,0,9,On Time
XB9YO1,705,50000.0,44.006893727826196,16,9,On Time
8PAJSS,665,50000.0,29.784815899170923,20,10,On Time
UUQO1V,615,50000.0,6.998456327295127,13,3,Last 30-60
SMADO8,647,50000.0,9.138159370406381,4,7,On Time
E7FLQH,805,44195.775850958315,48.75983473773893,13,7,Late <30
RRPZLK,666,43555.69233401581,41.85876731437618,3,1,On Time
3E4XYF,865,50000.0,25.14192294495439,5,7,On Time
9IGFU8,770,50000.0,24.860810084890677,8,10,Late>60
IOGXPB,654,50000.0,23.729081456444774,19,4,On Time
WHVNZH,670,50000.0,42.13454848420776,13,1,On Time
13CD5G,551,50000.0,19.989694956513375,9,5,On Time
LQJ5SX,684,50000.0,44.68470374693613,12,10,Last 30-60
VWVM4W,875,50000.0,22.640308502870504,13,7,On Time
3ZKWDE,850,50000.0,25.897943518556417,19,3,On Time
EKGYSP,848,50000.0,33.52796694298787,3,9,On Time
ENGWYX,768,50000.0,30.598054084809178,18,8,On Time
9TRFLQ,705,50000.0,16.105347965163812,6,7,On Time
BMAE38,727,50000.0,10.42791582270309,19,6,On Time
SRYO4R,763,50000.0,16.080076551766393,9,6,On Time
CB1KJT,718,22312.540810542323,33.78548707185064,19,7,On Time
GQ01TE,657,50000.0,9.07533507322987,10,6,On Time
E13N3B,714,47045.93422465966,19.129216489948345,6,0,Last 30-60
ZT9D31,611,48798.33648287326,27.212630327925353,11,4,On Time
K9QM3P,767,50000.0,34.40202117542408,17,1,On Time
91I3VM,647,46312.57024496529,10.159244421675197,7,4,Late <30
ZWFFHH,765,50000.0,8.471428133926038,15,4,On Time
CMKTLZ,633,50000.0,9.689713686683177,14,5,On Time
KJ49YD,706,38413.12488173622,20.451002693943973,0,5,On Time
82795E,741,50000.0,12.827620825768024,14,5,On Time
5IZ31Y,706,50000.0,27.17943235225539,9,6,Late <30
RUJOQW,771,50000.0,37.20213848590333,8,1,On Time
5DSK7N,755,50000.0,30.71100258460422,14,3,On Time
8LA100,686,38938.021584119924,11.232979412988369,16,4,On Time
QXMCTH,672,50000.0,52.7407134642692,15,9,On Time
PHJ3MU,667,50000.0,15.995202904138562,20,6,On Time
URMYBD,655,29585.691037218334,21.33413308225083,9,1,On Time
2QE4PA,887,50000.0,40.786651272466976,15,7,On Time
8HYEXF,669,50000.0,24.93596749149603,4,1,On Time
7JXJN6,807,50000.0,49.93036290070315,0,4,On Time
FOKZIX,733,50000.0,46.508116722795044,3,8,On Time
ZAREIY,691,50000.0,41.73323569686275,7,1,On Time
AZ39PE,735,48050.85483052845,47.37768050161904,1,1,On Time
CN0DL5,740,31459.762054242252,30.408309129153473,1,1,On Time
E11E9F,579,33662.42144072664,45.41967642701702,7,6,On Time
TAXP0W,713,50000.0,19.418806294904964,11,10,On Time
FOY4DD,720,50000.0,28.970419705634143,12,4,On Time
1VN8LF,693,50000.0,20.907777549967328,18,8,On Time
JDTVV2,550,50000.0,33.209277718822584,4,3,On Time
Y4XKSS,693,41785.1382307656,17.938999206316392,17,0,On Time
0KB68R,849,50000.0,13.339621114270416,17,7,Late>60
ERVT99,764,50000.0,31.687496511641157,2,5,Late>60
7E4UNY,635,19903.491851593495,55.23133597465228,6,8,Late <30
181ACJ,791,50000.0,6.586020457029735,4,2,On Time
BC2SWS,631,50000.0,19.675826782912083,0,9,On Time
OZCTWJ,741,49277.03854510722,29.288205045822313,17,6,On Time
LSH3TO,742,21312.484118081764,30.176013215825503,6,0,Late <30
W4YCZ0,690,50000.0,30.095719795488158,2,1,On Time
4CDPQV,803,49350.68961472145,21.04944265220042,18,4,On Time
L00EZZ,780,50000.0,15.706398272833855,8,9,On Time
F8S2ZG,657,50000.0,6.774599767316175,2,1,On Time
E2J51B,696,50000.0,23.34336739071972,2,7,On Time
3JCZUC,651,35205.26779390307,16.804038759127632,12,4,On Time
QMRUNJ,674,28013.505711617425,20.362782925151922,12,8,On Time
DU0ISB,772,41672.19163982668,45.292649196383195,18,2,On Time
